,condition,date,description,engine hours (total),id,length overall (LOA),make / manufacturer,model name / number,price,propulsion type,region,title,url,year manufactured
263,good,2016-11-19 11:12,"MOVING SALE!   WHAT A DEAL!  $7,000.00  Similar boats sell for $15K. 2004 Bayliner 205 BR comes fully loaded with a 5.0 MPI V-8. LOW HOURS!   Very good condition! This boat has the bowrider layout, rated for 9 people, fold down seats at helm, 2 bucket seats, aft swim platform with ladder, navigation lights, anchor light, Boss stereo system, fire extinguisher at helm, and bimini top. Trailer included. Call Mr. Taylor at show contact info Pictures forthcoming.  Can email them to interested parties.",380,5883620726,20,Bayliner,205BR,$7000,power," (Washington, DC)",2004 Bayliner 205BR,https://washingtondc.craigslist.org/doc/boa/5883620726.html,2004
264,good,2016-11-19 11:10,"***DRAMATIC PRICE REDUCTION***ALL OFFERS ARE ENCOURAGED***SELLER WANTS TO RETIRE*** 1973 Universal Ironworks 94 for sale in Belford, New Jersey From $305,000 to $150,000 1973 Universal Ironworks 94 recently underwent conversion to an Offshore Towing, Supply and Utility Vessel Dual Hydraulic type lever steering, Two Control stations, Emergency steering is provided by means of a wheel that can be fitted to a shaft at the wheelhouse control station. Emergency Steering can also be accessed at the aft steering station. Powered by Twin Screw Detroit Diesels: Model: 16V71, 16-cylinder air starting, fresh-water cooled with keel cooler 583HP (each) Diesel Engines driving twin bronze screws through two Twin Disk, Model: 621, 4.087:1 ratio hydraulic reverse/reduction gears. Dry type exhaust with steel piping and steel mufflers. All exhaust piping is lagged in engine room to the overhead and exits through two stacks Vessel upgrades include but are not limited to: -Towing Windlass and Bits, New Hauser and Towing Gear. -Upper Wheelhouse and Controls -Fire Protection System -Upgrade to Electronic Engine and Steering Controls and Additional Stations. Ship's Service Generators: Two (2) Delco, 30 KW 120 /240volt AC generators each powered by one Detroit Diesel 371 , Three (3) -cylinder diesel engines, one electric 12V starting, one air starting, both water cooled through keel cooler. Vessel Communications: One (1), Uniden Model: President, VHF marine radiotelephone. One (1), SEACOM Model: SEA156 VHF marine radiotelephone. One (1), SEACOM Model: SEA 222, SSB marine radiotelephone. One (1), JRC, Model: JHS182 AIS. Uniden VHF (above) supplies, speaker type, intercom system. Re-Installation of Anchor Windlass complete with rode. Installation of New GPS and Electronic Chart System. (As per standard companywide electronic charting system.). Interior upgrades to make open berthing/dining area enclosed into two private cabins. *Hydraulic Boom Crane 5 Ton capacity *New Wheelhouse The owner is presently installing electrical controls port and starboard in the wheelhouse and in addition. To see everything about this boat, and to watch a video of this boat, use this link: https://www.popyachts.com/tugboats-for-sale/universal-ironworks-94-in-belford-new-jersey-105845",,5883624876,94,Universal Ironworks,94,$150000,power," (Belford, NJ)",✔ ✔ 1973 Universal Ironworks 94 ✔ ✔ (105845),https://washingtondc.craigslist.org/doc/bod/5883624876.html,1973
265,good,2016-11-19 10:59,"One owner, low hours, well maintained, fully loaded with options, A/C, Generator, Full head, galley, sleeps 6. New bottom paint, all engineering systems fully serviced and thoroughly checked. Complete hull waxing. NADA boat book value is $41K. Boat is winterized and is at Herrington Harbour Marina in Deale MD",380,5879245934,35,Four Winns,Vista 32-8,$34500,power," (Deale, MD)",2000 Four Winns 328 Vista,https://washingtondc.craigslist.org/mld/boa/5879245934.html,2000
266,good,2016-11-19 10:49,"Just reduced!  The Canoe that made Osagian famous. The best all-around choice for entry- and intermediate- level canoeists in a wide variety of applications. Honest, true-tracking, almost unconscious performance - day-in, day-out, season-in, season-out - is what sets the Classic apart. Features exclusive all-welded keel design. The real beauty of an Osagian Classic Canoe is found in something that hasn't changed a bit: The rugged integrity of meticulous, hands-on craftsmanship. Canoe is great for stability. This is a beautifully engineered and designed watercraft. Canoe is being sold for a friend who has way too many canoes! 17 feet long x approx. 3 feet wide at center - 4 person or 780 lb. capacity - aluminum canoe in good condition with typical dings, dents, and scratches due to normal usage. Stern, bow and seats are red. New Osagians retail for approximately $1,400 including shipping. Why spend that much money on a new Osagian? New or old, these canoes last forever. Come take a look! Located in Gambrills, MD, between Crofton and Annapolis. Cash and carry - no bills larger than $50 please.",,5883611316,17,Osagian,,$550,human, (Crofton/Gambrills),Osagian 17ft Classic Aluminum 4 Person Canoe With Red Seats,https://washingtondc.craigslist.org/mld/boa/5883611316.html,
267,good,2016-11-19 10:32,"Nice sailboat. I'm selling because I don't have the time for it anymore. Overall the boat is in great condition. It needs the mast step redone but I've sailed it recently without a problem but that should be done in the near future. The boat was mainly used in freshwater. 8hp diesel inboard yanmar running. I have all the original paperwork for the boat and its engine. The boat can sleep 5. The sails are barely used and in great condition. Boat is fairly clean but could use a repaint. Comes with an autopilot, radio, 2 batteries in great condition, inside built in LED lights, 30 amp shore power cord, life jackets and a whole bunch of other accessories. It's now in a wet slip. Serious buyers only! She's a nice boat and the sails are worth more than the price I'm asking. Steal it before she goes on dry for the winter.",,5862311970,27,,,$2500,sail, (Mayo),1978 Hunter 27,https://washingtondc.craigslist.org/mld/boa/5862311970.html,
268,excellent,2016-11-19 10:27,"1974 Douglass McLeod Highlander #825 with trailer in great condition 20' racing dinghy, PY rating 84.3 faster and substantially more room than Sandy Douglass' Flying Scot - North racing sails in good condition plus second serviceable set - All new running rigging with all control updates - New tiller and hiking stick - Outboard mount with electric outboard - 2016 Sailor's Tailor cover with side skirt Take a look at the sail areas (210sqft Main, 65sqft jib, 300sqft spinnaker) and weight ratio (830lb min wt, 500lb optimal crew weight) and you'll see why the Highlander truly is the the ""original one-design sport boat."" Add to that comfort, easy towing (1600lb) and you'll see why once a Highlander sailor, always a Highlander sailor. - Large sail area to weight ratio makes for fast racing - Large cockpit accommodates six full size crew - Deep cockpit helps children feel secure - High boom allows easy movement across boat - High free board provides a dry place to sit - Wide beam makes the boat stable You would be hard pressed to find another dinghy racing sailboat where 30 year old boats can compete equally with brand new Highlanders. That says it all about the fantastic design and construction of the Highlander.",,5883574568,20,Douglass McLeod,Highlander,$3500,sail,,20' Highlander,https://washingtondc.craigslist.org/nva/boa/5883574568.html,1974
269,excellent,2016-11-19 10:06,"2001 Stingray 220SX Cuddy Cabin - 22 foot - equipped with a smooth economical running rare optioned Mercruiser 6.2L/377 MPI V8 engine with a Bravo One outdrive! Only 335 hours! Boat is equipped with through hull exhausts, bimini top w/front connector to better protect from the elements, depth finder, trim indicator, fire extinguisher, Porta-potty, alcohol stove, sink (never used), full V-berth in cabin, high quality full cover, power steering, stainless steel 3-blade propeller, AM/FM/CD/USB/Bluetooth Radio, dual premium captains seating, two battery system with on/off switch (sealed batteries), fiberglass swim platform with fold down ladder and much more! Also included is a 2011 Aluminum bunk trailer with brakes in near new condition! I will also throw in life jackets, ropes, anchor, etc. Pretty much everything needed to get out on the water. You will not be disappointed with this super clean boat!!! Priced to sell fast at $13,500! I have a clear title for both the boat and trailer in hand for a smooth transaction. Call/text/email Brian at the link above.",335,5873869120,22,Stingray,220SX,$13500,power, (Charlotte Hall),2001 Stingray 220SX,https://washingtondc.craigslist.org/doc/boa/5873869120.html,2001
270,,2016-11-19 09:57,"Boat slip at Fairfax Yacht Club (FYC). Available now. Can accommodate a boat up to 34 feet long by 12 feet wide. Fairfax Yacht Club floating docks have water, electricity, and wifi at each slip. This slip also has a large dock box for extra storage. FYC has gated and secure grounds, fully outfitted clubhouse with a newly renovated kitchen, nice bathrooms and showers, a large lawn and play area for children, picnic tables and barbeque grills, and beautiful/serene views hidden at the southern tip of Fairfax County. Join this beautiful and friendly boating community. Call show contact info for more information. FYC street address is 10721 Old Colchester Road, Mason Neck, Virginia 22079. By car, it is easy access from any of Route 1, Route 123, or I-95. The FYC website is: http://www.fairfaxyachtclub.com For more information call show contact info slip, boat rental slip, boat slip rental, dock, docks, marina slip, marina dock, floating dock, northern virginia boat slip, washington dc marina slip, 34' marina slip",,5883528965,34,,,$3000,human," (Occoquan River, Fairfax County)","Boat Slip (A-16) for rent on Occoquan River 34' x 12' $3,000/yr.",https://washingtondc.craigslist.org/nva/boa/5883528965.html,
271,fair,2016-11-19 09:53,"Jet boat 455 Oldsmobile - 16ft V Hull, motor runs great rebuilt new starter carburator block , boat needs some work.  alternator cables.make offer obo trade",,5873776686,16,superior,455 Oldsmobile,$2000,power," (Purcellville, Va)",Jet Boat 455 Oldsmobile with Trailer,https://washingtondc.craigslist.org/nva/boa/5873776686.html,1974
272,,2016-11-19 09:43,"Howdy, Selling houseboat docked/moored at Gangplank Marina in SW DC.  Lived on it for a few years.  Since getting married have moved back on land. Essentially a floating studio apt. in what is expected to be the hottest part of town. Amazing liveaboard community with close access to metro and Safeway. A few details about the boat/marina: 1984  Holiday Mansion Coastal Barracuda - Archimedes  - 37' foot Running water Cooktop stove Full bathroom On site laundry/showers/bathrooms/grilling area Parking included Mailbox/address right at marina 24/7 security in gated marina Waste Tank Pumpouts weekly Let me know if interested. -Jack",,5869673744,37,Holiday Mansion,Coastal Barracuda,$52500,power, (Washington),Liveaboard Houseboat at The Wharf SW DC,https://washingtondc.craigslist.org/doc/boa/5869673744.html,1984
273,excellent,2016-11-19 08:54,"PRICE JUST REDUCED - THIS BOAT IS A STEAL !! OWNERS HAVE MOVED OUT OF STATE AND THIS BOAT MUST BE SOLD IMMEDIATELY ! PRIME SLIP AT THE WORLD CLASS HERRINGTON HARBOR NORTH MARINA HAS BEEN PAID IN ADVANCE TO 4/17 ! - TRULY A BARGAIN ! ' MISS ELLIE' - 1978 32' MARINETTE CABIN CRUISER - BEAUTIFUL - BEAUTIFULLY DECORATED - EXCEPTIONALLY WELL MAINTAINED - MADE BY MARINETTE IN TENNESSEE WITH AIRCRAFT QUALITY ALUMINUM - EXCELLENT PAINT EXCELLENT BOAT FOR BOTH CRUISING AND OR LIVING ABOARD - BEAUTIFULLY DECORATED - ALL AMENITIES AS CLEAN AS IT CAN GET - TWIN 7.9 360 CU CHRYSLERS (FWC) - ONLY 1290 HOURS TWIN - UPPER AND LOWER HELM STATIONS LARGE FLYBRIDGE WITH UPPER HELM AND EXCELLENT GUEST SEATING LARGE AFT DECK - FULL BIMINI COVER WITH FULL SCREEN ENCLOSURES BEAUTIFUL, BRIGHT SALON WITH SETTEE, GUEST SEATING AND FULL LOWER HELM FULLY EQUIPPED, OPEN GALLEY - FULL DINETTE THAT CONVERTS INTO A BED NEW WOOD FLOORS PRIVATE HEAD WITH SHOWER STALL / VANITY - NEW COMPOSTING TOILET SYSTEM - NO HOLDING TANK REQUIRED - NO SMELL - THE BEST YOU CAN GET AND EXPENSIVE - GOOGLE 'NATURES HEAD' AND SEE FOR YOURSELF FULL MASTER CABIN FORWARD WITH QUEEN BED - EXCELLENT STORAGE ROOFTOP AIR CONDITIONING FRESH BOTTOM PAINT AND ZINCS LAST SEASON SHE WILL PASS A STRINGENT SURVEY PLEASE CALL TONY FOUR 1 OH - THREE 5 THREE - FIFTY FIFTY - FOR DETAILS AND AN APPOINTMENT TO SEE THIS FINE MARINETTE THANK YOU",1290,5883407078,32,MARINETTE,CABIN CRUISER,$12500,power, (ANNAPOLIS / DEALE),1978 32' MARINETTE SEDAN CRUISER - BEAUTIFUL - SLIP PAID TO 4/17 !,https://washingtondc.craigslist.org/mld/bod/5883407078.html,1978
274,,2016-11-19 08:45,"1976 Hunter This is a project boat and is priced too show that. Here are the good things about this boat. 1. It is in the water and does not seem to leak, a very solid hull. 2. The 2002 9.9 Honda motor was bought from a dealer in 2013. It was still in the box it had never been sold. It runs very well. 3. The sails  appear to be in OK condition from what we can see. The former owner tried to sail the boat while bringing it to us. But there was very little wind. 4. The cushions in the bow appear to be in good condition. Now for the bad. 1. This boat needs a good cleaning from stem to stern. 2. The area where the sink should go has being torn apart. 3. One cushion is the main cabin is missing and the other one is shot. Nada list the value of this boat 1976 Hunter 25 Suggested list with motor $12,925 Average retail $6,000 Low retail $5,265 This boat is offered by the Reedville Fisherman's Museum, a Non-profit organization. Asking $4,000 You may contact the Museum at show contact info during business hours: Monday thru Friday, 9am to 5pm. Ask for Clif. If you prefer email, please include your phone number and best times to call. We do not reply with email due to spammers. Quicker response on weekends with email.",,5879777701,25,,,$4000,sail,,Hunter 25,https://washingtondc.craigslist.org/nva/boa/5879777701.html,
275,good,2016-11-19 08:17,"2000 Maxum SCR3000, White hull with tan canvas.  Reverse cycle Heat and Air conditioning, water heater, sleeps 6, bathroom with shower, shower faucet on swim platform, swim platform ladder, windlass, remote spot light, brand new bimini top, newer Kohler 5KW generator with only 125 hours, twin 5.0 Mercruiser Thunderbolt 5 engines with under 600 hours paired with Bravo 2 outdrives with brand new propellers, bottom painted and zincs done 2016 summer, new carpets in cockpit, Garmin GPS, New stereo with MP3, Bluetooth and speakers.  Cruising speed of 27mph and top speed of 40mph, doesn't burn a whole lot of fuel, very comfortable for long cruising or weekend getaways. seven-0-three-969-two four one eight",600,5874187617,34,Maxum,SCR3000,$36900,power, (Washington DC),2000 Maxum SCR3000,https://washingtondc.craigslist.org/nva/boa/5874187617.html,2000
276,good,2016-11-19 08:17,"2000 Maxum SCR3000, White hull with tan canvas.  Reverse cycle Heat and Air conditioning, water heater, sleeps 6, bathroom with shower, shower faucet on swim platform, swim platform ladder, windlass, remote spot light, brand new bimini top, newer Kohler 5KW generator with only 125 hours, twin 5.0 Mercruiser Thunderbolt 5 engines with under 600 hours paired with Bravo 2 outdrives with brand new propellers, bottom painted and zincs done 2016 summer, new carpets in cockpit, Garmin GPS, New stereo with MP3, Bluetooth and speakers.  Cruising speed of 27mph and top speed of 40mph, doesn't burn a whole lot of fuel, very comfortable for long cruising or weekend getaways. seven-0-three-969-two four one eight",600,5874187766,34,Maxum,SCR3000,$36900,power, (Washington DC),2000 Maxum SCR3000,https://washingtondc.craigslist.org/nva/boa/5874187766.html,2000
277,excellent,2016-11-19 08:13,"I'm  selling  my beautiful for f150 condition  very good                   tires  brand new Michelin           motor v8                                     4#4.                                        miles170,000.                            fuel ⛽  recommended #93.         automatic transmission 8cylindres                               very  strong 💪                           ready for  used  for snow ⛄       for work 🏢 title clear                only  need  new owner 😊 price $9,200 ready for tease drive  no cash ✋ trades  not  dialer  chip no  need  help  for  selling not 🚬 show contact info thanks 👌",8,5879738441,4,g,h,$9200,power,,for  lariat f150 spot,https://washingtondc.craigslist.org/nva/boa/5879738441.html,2016
278,good,2016-11-19 07:57,"We have not used the boat in a couple years and are looking for Best offer as is. All work has been done by marina. Maintenance Records and boat survey upon request MODEL: 270 Sundancer YEAR: 2000 HULL TYPE: Fiber Re-Enforced Plastic (FRP) PROPULSION TYPE: S-7.4L/310hp MerCruiser engine with Bravo Three stern drive TYPE OF FUEL: Gasoline, single Crosslink Poly tank NUMBER OF STATIONS: Single, starboard side aft of midship LENGTH (LOA): 27'08"" DISPLACEMENT: 7,500 Lbs. BEAM (WIDTH): 9'02"" DRAFT: 43"" with stern drive unit down",330,5883397123,27,SeaRay,Sundancer,$15000,power, (Occoquan),2000 SeaRay Sundancer 270,https://washingtondc.craigslist.org/nva/boa/5883397123.html,2000
279,excellent,2016-11-19 07:45,"2 person, sit on top tandem Islander Festiva kayak.  Includes 2 adjustable paddles, 2 seat backs, 2 life jackets.  Everything you need to hit the water this weekend. You must be able to take with you.  Cash only please.",,5883388026,13,Islander,Festiva,$395,human, (Warrenton),"Kayak, Islander Festiva, Tandem",https://washingtondc.craigslist.org/nva/boa/5883388026.html,
280,,2016-11-19 07:41,19FT SUNDANCE 2010-BOUGHT NEW IN 2012-HONDA 40HP-ALSO IS A 2012-ELECTRIC START-TRAILER- THIS BOAT IS LIKE NEW HARD TO FIND TILLER STEER BOATS-FOR MORE INFO CALL -RON- show contact info THANKS,,5865840063,19,,,$7800,power, (FREDERICKSBURG),SKIFF,https://washingtondc.craigslist.org/mld/boa/5865840063.html,
281,like new,2016-11-19 07:33,"Like new!! Includes: Electric Motor Oars RedCooler Life Vest $950 OBO If interested, please text or email. Thanks for your interest!",36,5869559559,12,Sevlor,Fish Hunter,$950,power, (Herndon VA),Sevlor Fish Hunter (customized!),https://washingtondc.craigslist.org/nva/boa/5869559559.html,2011
282,like new,2016-11-19 07:32,"Like new!! Includes: Electric Motor Oars RedCooler Life Vest $950 OBO If interested, please text or email. Thanks for your interest!",36,5869559409,12,Sevlor,Fish Hunter,$950,power, (Herndon VA),Sevlor Fish Hunter (customized!),https://washingtondc.craigslist.org/nva/boa/5869559409.html,2011
283,,2016-11-19 07:27,a red 12 ft kayak for sale 5 years old paddles included Barely used and still in good condition cash only,,5883375578,12,,,$350,human, (fairfax),KAYAK Pelican Espirit 120 dlx,https://washingtondc.craigslist.org/doc/boa/5883375578.html,
284,like new,2016-11-19 07:08,"Selling my 2014 Tracker boat Model: 1542LW with the 2014 Loadrite Boat trailer.  It comes with everything you see in the pictures. I have added many accessories to the boat: Minn Kota Copilot Trolling motor in the front that comes with its own hand held remote and foot control. It has a 2007 Mercury 9.9 four stroke BigFoot motor. I installed all the plywood, carpet, seating, wired the steering wheel with 12v and usb connections, trailer guide poles.  It has compartments to hold your gear and a tank with hoses to keep fish caught alive. I am also including the boat tarp in the purchase as well. Used only a hand full of times during the summer and fall. Boat by itself is 15 feet Bought new at Bass Pro Shop in 2014 and have all the manuals and receipts for the trailer and boat. I spent well over $4,000 for everything you see and am asking for $3,600 cash. Willing to consider offers however low offers will not be accepted. I am available via text all day however I work in a secured building so phone calls will go straight to voicemail due to signal quality. Should you need to speak via phone I can receive calls any time after 4pm. Calls at late hours of the night will not be answered. The boat is parked in a secured storage location so in order to view the boat an appointment must be made. Thank you.",,5883363980,15,Tracker,1542LW,$3600,power, (Arlington),"2014 Tracker Jon Boat with trailer $3,600 OBO",https://washingtondc.craigslist.org/nva/boa/5883363980.html,2014
285,,2016-11-19 07:03,"2006 Bayliner 195 bowrider with trailer, in great shape and well maintained. It has been a pleasure after 4 seasons, but I am selling for a larger boat. It has the upgraded engine (Mercruiser 4.3L V6 190 HP), Alpha One outdrive, the sport seating option, a large bimini top, removal snap-in carpet, cockpit and bow covers, and fish finder with depth finder. It has been winterized every year and stored on the trailer. Engine oil, oil filter, fuel filter, zincs changed every spring. Outdrive oil changed every other year. A tune up with new plugs, wires, cap & rotor was done in the spring, along with a new battery. There is no hour meter, but we have used it as a weekend boat and we have docked it on either fresh or brackish rivers, while the previous owner kept it on a lake. The hull and outdrive are bottom painted. The boat is always covered between uses and the interior cleaned/conditioned to keep it in good shape. The boat will be in the water until early November, so sea trials are an option for serious buyers. This is an excellent boat with options, for the family or for entertaining friends. It is in great shape and needs nothing! Any questions call (24zero) four78-one349",,5875148946,19,Bayliner,195 BR,$9000,power, (Annapolis),2006 Bayliner 195 BR,https://washingtondc.craigslist.org/mld/boa/5875148946.html,2006
286,,2016-11-19 00:44,"Runs GREAT. The boat is a 61 and the motor is a 64 mercury 45hp. It was just tuned up this summer. The lower unit has a super tiny oil leak (I'm seriously NOT downplaying it, it's super TINY, I don't even notice it) This boat is super clean and in great condition. Nothing wrong with it. This boat is vintage, and when vintage is in great condition, it becomes the envy of other boat collectors. Sale comes with the trailer. Asking $1,500 or best offer or barter for great running car of similar value. Serious buyers only please. WILL DELIVER! Thanks for looking.",,5875975360,15,,,$1,power, (anywhere),Nice Boat,https://washingtondc.craigslist.org/nva/boa/5875975360.html,
287,,2016-11-19 00:44,"Runs GREAT. The boat is a 61 and the motor is a 64 mercury 45hp. It was just tuned up this summer. The lower unit has a super tiny oil leak (I'm seriously NOT downplaying it, it's super TINY, I don't even notice it) This boat is super clean and in great condition. Nothing wrong with it. This boat is vintage, and when vintage is in great condition, it becomes the envy of other boat collectors. Sale comes with the trailer. Asking $1,500 or best offer or barter for great running car of similar value. Serious buyers only please. WILL DELIVER! Thanks for looking.",,5875978654,15,,,$1,power, (anywhere),Nice Boat,https://washingtondc.craigslist.org/nva/boa/5875978654.html,
288,new,2016-11-19 00:41,"Bayliner element XR7 with 5 hours black and white with tan interior. Pomp out head,wet bar, 200HP verado engine with POWER STEERING ,Updated trailer with led lighting. Carpets, boat cover ,coast guard package. Fits 16 or more people. Boat is brand new and with all the options on this boat you will pay over 70k. Please contact me via phone or text only show contact info Thank you",5,5883217670,25,Bayliner,Element XR7,$39999,power, (Woodbridge),2015 element xr7,https://washingtondc.craigslist.org/nva/boa/5883217670.html,2015
289,good,2016-11-18 23:04,Selling Mercruiser 470 High output marine engine Rare 4 barell low hours.Closed system complete with starter 3.7 litre. Also including 3.7 Alpha One Upper and lower unit with gimble and controls.Running well when removed from boat.However cannot demonstrate selling as is. Well kept has been stored in garage for few years now must sell.   $1800.00     phone show contact info,20,5883154682,3,Mercruiser,,$1800,power, (Accokeek),Mercruiser 470 Marine Engine 4cyl.,https://washingtondc.craigslist.org/doc/boa/5883154682.html,
290,good,2016-11-18 23:03,Selling 1990 Mako Walkaround 25ft. twin 150 Mercury engines interior great condition needs cabin door missing.Engines run great however end of last season one had alarm sounding may need work .Selling as is  $4800.00       phone show contact info,,5883153725,25,Mako,,$4800,power, (Accokeek),25ft.Mako Boat Walkaround 1990,https://washingtondc.craigslist.org/doc/boa/5883153725.html,
291,new,2016-11-18 22:41,I can reupholster or sometimes repair your boat cushions and interior parts. The pictures are examples of my workmanship.,,5883136941,36,,,,human,,Boat cushion upholstery,https://washingtondc.craigslist.org/nva/boa/5883136941.html,
292,excellent,2016-11-18 21:12,"1997 DONZI 2 PLUS 3 CLASSIC,REPOWERED WITH 350 MERCRUISER MAG HORIZON, FRESH WATER COOLED, 300 HP ENGINE, 5 HOURS SINCE NEW, NOT REBUILT, COMPUTER VERIFIED, , SILENT CHOICE S.S. EXHAUST, CUSTOM BEZELS BEHIND GAUGES AND SPEAKERS, TRIM TABS, 23 PITCH MERCURY PROP, COCKPIT COVER, LIFTING EYES, STEREO WITH FOUR SPEAKERS, SUPER CLEAN OUT DRIVE, NO SCRATCHES, BATTERY UNDER REAR SEAT, INTERIOR IS PERFECT. PACKAGED ON A 2009 TRAILER WITH REMOVABLE TONGUE.",,5882967512,18,,,$13000,power, (Bethesda),"1997*18' DONZI CLASSIC""""MERCRUISER 350' MAG HORIZON""""",https://washingtondc.craigslist.org/doc/boa/5882967512.html,1997
293,,2016-11-18 21:04,Men's bike for sale with air pump in great condition.,,5883053989,64,,,$60,power, (Germantown),Bike,https://washingtondc.craigslist.org/mld/boa/5883053989.html,
294,excellent,2016-11-18 21:03,I have two kayaks for sale which are almost brand new and in great condition... each with the rod together is $155.00.,,5883052969,8,,,$155,sail, (Germantown),Kayaks for sale,https://washingtondc.craigslist.org/mld/boa/5883052969.html,
295,excellent,2016-11-18 20:37,Here is probably the cleanest 1999 PROLINE out there. This walk-around is loaded with options and accessories. Amazingly clean inside and out and a very nice drivetrain. Mercruiser 5.7 liter carbureted engine with a Bravo 2 outdrive. No hour meter from factory but it is without a doubt very very low hour boat.,,5882949593,24,,,$12000,power, (Fredericksburg),"SUPER CLEAN"""" PROLINE """"241/Mercruiser """"5.7"""" liter",https://washingtondc.craigslist.org/doc/boa/5882949593.html,1999
296,excellent,2016-11-18 20:18,2012 Hobie Mirage Tandem island For sale decent Offer  welcome Come with 2 mirage drive 2 paddle 2 seats 1 sail 2 Ama,,5883005907,20,,,,sail,,Hobie Mirage tandem Island,https://washingtondc.craigslist.org/doc/boa/5883005907.html,
297,excellent,2016-11-18 20:10,"Feather Craft Skipper aluminum Boat, about 12' 9"" long and 54"" wide; very solid boat from about 1955, mostly original, I think; transom has been replaced but I still have the original.  I bought it about 30 years ago and put it upside down on a shed, where it has been ever since; I have never had this boat in the water; I do not have a motor or trailer; but I do have oars; no title.  $680.00, cash only.  We are a non-smoking household.  Usually available from 9am to 5pm, please do not call after 5pm, Bob in Riverdale, MD,  between the University of Maryland and the city of New Carrollton, near the intersection of Riverdale Road and the Baltimore Washington Pkwy. Please call between 9am and 5pm; thanks, Bob.",,5862077734,12,Feather Craft,Skipper,$680,human," (Riverdale, MD)",Feather Craft Skipper aluminum Boat,https://washingtondc.craigslist.org/mld/boa/5862077734.html,
298,like new,2016-11-18 20:08,Mercury 4 Stroke 150 (only 3.3 hours of use) 2 years of factory warranty left on motor Shorelander Trailor: Swing away tongue; spare tire Minn Kota Power Drive V2 Trolling motor with auto pilot--70 lb. thrust 2 Interstate batteries Minn Kota on board Battery Charger (MK330D) 2 Lowrance HDS5 Fish Finders 3 seats--2 movable seats with 6 seat bases; In floor rod storage (10 rods); 8 cup holders; 2 Flip up jump seats; Sun Top; Boarding Ladder; Cover; Sony CD Stereo,,5871992967,18,,,$19000,power,,Superb Lund 1800 Tyee with 150 Mercury and trailer,https://washingtondc.craigslist.org/doc/boa/5871992967.html,2013
299,excellent,2016-11-18 20:00,"This Bay Reef is in almost like new condition, not all beat up, runs perfect and has one of the best outboards ever made in the 150hp Yamaha HPDI.  It's a two stroke motor, but due to the high pressure direct injection (HPDI) system this outboard sips gas and still has all the power of two strokes.",,5871902821,19,,,$8200,power,,Sublime Key West Bay Reef 196>2002,https://washingtondc.craigslist.org/doc/boa/5871902821.html,2002
300,excellent,2016-11-18 19:54,"Powered by a 5.0 liter Gi Volvo Penta with 220 hp. Gas engine always serviced, winterized, with a new starter at the end of last season. Dual batteries with Perko marine battery selector cut off switch to choose 1, 2, or both batteries. 67 gal. fuel capacity Boat only has 346.5 hours. . .low for a 2001 Volvo Penta Duo Prop outdrive with stainless steel duo props for exceptional performance. Modified V hull adds great stability on the water with 15 deg. dead rise, drafts in 2'8"" of water. Lots of room with plenty of seating, capacity of 11 people Step down changing room port side with sink, light, and port window that opens for ventilation Sony Marine MP3/AM/FM/CD player with detachable face, 4 new Kenwood speakers. Garmin GPSMAP 441 S purchased 4 months ago.",,5871920955,23,,,$10600,power, (Fairfax),"2001"" Chris Craft"" SPORT DECK"" 232""""5.0Volvo Penta with 220""""",https://washingtondc.craigslist.org/doc/boa/5871920955.html,2001
301,excellent,2016-11-18 19:44,2008 Premier 250 Grand Majestic PTX Limited Tri-Toon  Pontoon Boat. Powering this beauty is a Honda 225HP Four Stroke. EFI Outboard motor showing only 280 hours of use in.,,5882888021,25,,,$21000,power, (Riverdale),Premier 250 Grand Majestic/Honda 225HP Four Stroke,https://washingtondc.craigslist.org/mld/boa/5882888021.html,2008
302,,2016-11-18 19:01,Do you have a Johnson or Evinrude 9.9 or 15HP that no longer works? Bad powerhead or lower unit? Looking for 2 stroke  parts motor from 1996 to the 2000's era. These are the ones with the straight hood cover shown in the picture Email me with what you have and we can negotiate based on condition.,,5871158495,1,,,,power,,Wanted Johnson-Evinrude 9.9-15hp parts motor,https://washingtondc.craigslist.org/nva/boa/5871158495.html,
303,good,2016-11-18 18:47,"A beautiful 20 ft overnighter, seats 8, sleeps 4, powerful 4.3 ltr 210hp 4-stroke V6 Mercruiser, effortless cruising, lockable cabin with toilet, walk through windscreen, fully carpeted, full instrumentation, CD player, fish finder, canopy, underfloor storage, back to back fold down sleeper seats, removable rear seats for fishing/diving, forward hatch, stainless bow rails, nav/anchor lights, elec bilge pump, integrated swim platform with stainless boarding ladder. Comes fully serviced on single axle trailer. This boat is in exceptional condition for its age. You won\'t find a better one. Call show contact info Email: show contact info NADA Suggested List Price:	$6,040 to $6,885",40,5872011088,20,Maxum,2000 SCL Cuddy,$4900,power," (Fort Washington, MD)",Power Boat Maxum 2000 SCL Cuddy 1997,https://washingtondc.craigslist.org/doc/boa/5872011088.html,1997
304,like new,2016-11-18 18:09,Coleman 17' Canoe in mint condition. Used less than 5 times on a lake and stored indoors. This is an older model in mint condition. Price Firm.,,5882849998,17,Coleman 17' Canoe,Mint Condition,$450,human," (Nottingham, Baltimore County, MD)",Coleman 17' Canoe in Mint Condition,https://washingtondc.craigslist.org/mld/boa/5882849998.html,
