,condition,date,description,engine hours (total),id,length overall (LOA),make / manufacturer,model name / number,price,propulsion type,region,title,url,year manufactured
61,,2016-11-28 13:43,"38'x24' Crowther, Offshore racing catamaran  ""Nice Pair"" Available at $62k, consider other smaller multihull trades Rare opportunity to own/campaign a race boat of this caliber, and at a bargain price, Run with the big boys, under 5000lbs with a PHRF  of approx. -45 $65,000  55'Marstrom Carbon Mast brand new $8,000 screecher (never flown) 2015 new tramp $2000 ,second tramp two years old, 2016 spectra shrouds, $2,000 2016 double diamond wires, $800. 2015 fresh powdercoated beams(massive). $2,000 2015 3 new Spectra halyards, 2 new wire halyards, $2000. Newer epoxy paint, 2 coats epoxy primer carbon reinforced chainplate backing plates,  2015 twin outboards, fenders ,dingy, GPS moving map, flares, vhf, racing head, twin roller furlers 2  Carbon screechers, 2 carbon  code O's,  carbon jib, carbon main, 2 huge spinakers, autopilot. can easily sleep 4/5 with over 6"" headroom. Self launching loaner trailer. See ""Nice Pair catamaran"" on you tube. .$300k replacement.... Winner first leg r2ak, 2015, finished 10th 2016 *2000 Set East/West Trans Erie elapsed time record from Erie, PA to Grosse Ile, MI 17hrs and some change. *2001 3rd in Mills race (Lake Erie), 2nd Trans Michigan/Tripp Trophy (Muskegon to Milwaukee), 1st to Finish/1st in Class/1st overall (if they gave to multis) and set elapsed time record Queen's Cup (Milwaukee to Muskegon) 5h 20 min 1st multi to finish/2nd in class Chicago Mac race, 1st in Bayview Mac race, 1st to finish and set record Dedication Day race North Cape YC to Port Clinton, OH (Lake Erie), 1st to finish/2nd in class Green Island Race (Lake Erie). *2002 2nd Mills Race (Lake Erie), 1st to finish, 1st overall Trip Trophy Race (Muskegon to Milwaukee) only multi to win the trophy, 1st in class Queen's Cup, 3rd Bayview Mac race, 3rd Chicago Mac race, 3rd Trans Erie race, 1st to finish Dedication Day race, 3rd Green Island race. *2003 Mills race 3rd, 1st to finish Trans Michigan/Tripp Trophy race, 1st Queen's Cup, 2nd Chicago Mackinac race, 2nd Bayview Mackinaw race *2004 1st to finish Singlehanded Mac race, 1st to finish Trans Michigan/Tripp Trophy race, 1st to finish/1st in class Queen's Cup *2005 Singlehanded Super Mac race finisher, 1st to finish/3rd in class Huron Doublehanded Challenge, 2nd Chicago Mackinac race, 1st Bayview Mackinaw race *2006 3rd in class Mills race, 1st to finish/2nd in class Huron Doublehanded Challenge, 2nd Bayview Mackinaw race, 2nd Chicago Mackinac race. *2007 1st to finish Singlehanded Mackinaw race, 1st to finish/1st in class Huron Doublehanded Challenge, 2nd Chicago Mackinac race, 3rd Bayview Mackinaw race. *2008 1st to finish/1st in class Huron Doublehanded Challenge, 1st to finish/1st overall Bayview Mackinaw race, 1st in class/2nd overall Chicago Mackinac race, 1st to finish/1st overall Green Island Race. *2009 3rd Mills Trophy race, 1st to finish/1st in class Huron Doublehanded Challenge, 1st in class/1st overall Chicago Mackinac race, 2nd Super Mackinac race (Chicago to Port Huron), 1st overall Bayview Mackinaw race. *2010 1st to finish Singlehanded Mackinaw race, 1st overall Bayview Mackinaw race, 1st in class/2nd overall Chicago Mackinac race. need time off in life and going cruising",,5896061895,38,,,$62000,sail, (Reno),"38 Crowther racing/charter? catamaran,trailerable",https://virgin.craigslist.org/boa/5896061895.html,
62,good,2016-11-28 09:56,"Secure slip on private dock near marker 11. Will take 4' draft. Full time resident on dock for security. Monohull @ $450, Catamaran double slip @ $900.",00,5895653978,45,none,none,$450,human, (Benner Bay),Secure slip for rent,https://virgin.craigslist.org/boa/5895653978.html,
63,excellent,2016-11-28 09:12,"Large Glass bottom MONEY maker for sale .Tourist Magnet!.Lots of interest in these Unique craft! Will include website,paradiseboattoursfl.com, 31x11.5 ft . Non Current Coast Guard COI for 25 pass.,2 crew. 2014 f70 Yamaha engine,20ft x 4ft glass bottom. 33 life jackets,all safety equipment.Two boats available,  LETS DEAL!!",350,5891410765,31,,,$39500,power, (Central Florida),MAKE $$$$ GLASS BOTTOM TOUR BOATS FOR SALE!!,https://virgin.craigslist.org/boa/5891410765.html,
64,fair,2016-11-27 21:21,"31' Parasail Boat with a 7.4L 454 Murcruiser and bravo out-drive installed in boat. Selling with: -Volvo 444 cubic inch turbo Diesel. -Spare transmission -2 out-drives -3 props -Transom housing -Extra console with captain canopy -And many more parts. Intended on rebuilding, but have another project. Will make a great Island hopper. Send me an email to view it. Reduced to $15,000 OBO, all reasonable offers will be considered! Would consider trade!",,5895155826,31,Rainbow Runner,,$15000,power, (St Thomas),31' Parasail Boat,https://virgin.craigslist.org/boa/5895155826.html,
65,,2016-11-27 21:05,good cond,40,5895172895,2,xentrex,marine,$350,human," (St tomas,usvi)",xentrex 40amp batary charger,https://virgin.craigslist.org/boa/5895172895.html,2014
66,,2016-11-27 13:08,"Custom Carolina Sport Fishing Boats  Outerbanks Boatworks , Harkers Island NC , let us build your next boat",,5894476693,37,,,,power,,CUSTOM CAROLINA,https://virgin.craigslist.org/boa/5894476693.html,
67,excellent,2016-11-27 11:54,1984 Beneteau First 35 Sail away condition! Great liveaboard!,,5871172884,35,Beneteau,FIRST,$30000,sail, (STT),BENETEAU FIRST,https://virgin.craigslist.org/boa/5871172884.html,
68,like new,2016-11-26 13:36,6HP Yamaha 4 stroke Outboard With only 5 hours.,5,5893095027,1,Yamaha,,$1100,power," (Compass Point Marina, St. Thomas)",6HP Yamaha 4 stroke Outboard,https://virgin.craigslist.org/boa/5893095027.html,
69,good,2016-11-26 11:47,"Boat description Perfect boat to get around the Virgin Islands. 32' Scarab Center Console - WAS $42900 (St. Thomas) Reduced $3,000.  Now $39000.00 This is a 2003 32 foot Wellcraft center console sportfish. It comes with fighting lady yellow hull from the factory. It has two 225 Four stroke Yamaha engines With approximately 1150 hrs. on each engine. This boat has been meticulously maintained by the owner. All of the upholstery and bolsters were replaced in 2011. The engines have had an oil change at every 100 hours of use. This boat is an excellent fishing machine. The owner added many rod holders to it totaling 28 rod holders. It has a generous live well in the transom. All of the in floor compartments are insulated. The center console has a flip up door that leads to a cabin that can house a porta potty or add a working head to it in the future. The electronics package includes Raymarine GPS chart plotter, Furuno fishfinder depth recorder, an additional Furuno GPS, for Raymarine radar 24 miles, VHS radio and a clarion stereo. This boat performs very well in rough sea conditions due to its racing design hull. It is very comfortable and dry in most situations. This Boat is an all-around good choice for anyone wanting to Fish, snorkel/ scuba or just cruise the Virgin Islands. Call Hal at show contact info Note: to those of you that are calling and if you're going to pretend to buy my boat sight unseen please don't respond I know you're a scammer, if you can't get here because you're deployed somewhere else and you're buying the boat for your brother please don't call I know you're a scammer. I'm not going to give out personal information with bank account numbers or Social Security numbers I'm not that foolish so just go somewhere else! And if you're wondering why you're making these phone calls from jail this is the reason why, wake up idiots! Please disregard the last paragraph if you're a legitimate buyer, thank you.",1150,5892905556,32,Wellcraft,32 CCF,$39,power,,32 ' center console,https://virgin.craigslist.org/boa/5892905556.html,2003
70,fair,2016-11-25 10:35,fresh bottom paint,12,5891448536,8,marine,marine,$1400,human, (red hook),15ft HOBIE SKIFF,https://virgin.craigslist.org/boa/5891448536.html,
71,good,2016-11-25 10:35,needs some work.,7,5891447812,12,tortola,dinghy,$2000,human, (red hook),15 foot  DINGHY will 15 hp yamaha,https://virgin.craigslist.org/boa/5891447812.html,
72,,2016-11-25 08:31,Has 2010  Yanmar 4GM diesel and Kanzaki Transmission. Good Hull . Needs total restoration. At Independent in the storage lot on the right side. MORNINGSTAR is the sailboat that made it to the top of TripAdvisor.,,5878869609,40,,,$6000,sail, (STT),1967 Cheoy  Lee 40' sloop,https://virgin.craigslist.org/boa/5878869609.html,
73,,2016-11-24 10:35,"good cond,15 yamaha available",35,5890508940,14,2012,14ft,$1200,human," (St tomas,usvi)",13ft carribe,https://virgin.craigslist.org/boa/5890508940.html,2012
74,fair,2016-11-23 20:17,The boat is rough but with a little work it could make a great liveaboard No sails No motor One functioning head Need gone make an offer,,5890068895,40,,,$1,sail,,40ft endeavor,https://virgin.craigslist.org/boa/5890068895.html,
75,,2016-11-23 15:58,"Good afternoon. I'm in need of a slip for a couple of months.  We're 37' long, 17'6"" beam.  Would need power and water.  Email/text with any info/leads.  Thank you!",0,5889610736,37,Dean,365,$1,sail, (St Thomas),Wanted- slip to rent,https://virgin.craigslist.org/boa/5889610736.html,
76,new,2016-11-23 15:55,"Imemsa Panga Nuevo. Todos los Imemsa tienen 5 anos de garantia. Para mas informacion envia mensaje al inbox. Eslora 7.65 mts / 25.08 pies Manga 1.84 mts / 6.03 pies Puntal 0.63 mts / 2.06 pies Espejo 55.80 cm / 22 pulgadas Cap. Max. de carga 1,200 Kgs. / 2,646 lbs Peso promedio 450 Kgs / 992 lbs New Imemsa Panga for sale by the Caribbean's Exclusive importer and distributor, Legacy Boats. All Imemsa pangas have a 5 year warranty. For more information reply to this ad. Eslora 7.65 mts / 25.08 pies (Length) Manga 1.84 mts / 6.03 pies (Width/Beam) Puntal 0.63 mts / 2.06 pies Espejo 55.80 cm / 22 pulgadas Cap. Max. de carga 1,200 Kgs. / 2,646 lbs Peso promedio 450 Kgs / 992 lbs",,5889741252,25,Imemsa,25W,$10750,power, (San Juan),New 25' Imemsa Panga,https://virgin.craigslist.org/boa/5889741252.html,2016
77,,2016-11-23 10:44,"Mooring for sale , Christiansted harbor  $2,500. firm.",,5889244760,40,,,$2500,sail, (STX),Mooring for sale,https://virgin.craigslist.org/boa/5889244760.html,
78,,2016-11-21 23:45,"26 foot Center console boat for sale. It has never been used for charter. But would be Perfect for a charter business. 1999 monza hull if you know anything about boats there no need to say no more about the hull. There are 2007 two 250 etec for power with 390 hours on each. Six speaker, one subwoofer JL audio stereo system with two amps that are less than 6 months old. A garmin 4208 for navigation new trim/tilt motors and brackets livorsi gauges, down riggers for fishing, underwater led lights anchors/life jackets ect. Serious inquiries only. I will not be low balled.",,5854374352,26,,,$32000,power, (St. Thomas),26' Monza center console with twin 250s,https://virgin.craigslist.org/boa/5854374352.html,
79,fair,2016-11-21 15:09,"1 - 26' Twin Vee w/ 2 - 115 HP outboard Suzuki engines with trailer. $8,000 for everything.  Please call and leave a voicemail. Both engines have 600 hours. One engine perfect, one needs rebuilding.",600,5876237209,26,Twin Vee,Weekender w/ Cuddy Cabin,$8000,power," (Red Hook, STT)","26' Twin Vee Boat, Trailer, 2- Suzuki 115 HP Outboard Engines",https://virgin.craigslist.org/boa/5876237209.html,2000
80,,2016-11-21 14:49,"1979 Morgan 382 located in St. Thomas USVI. The boat was purchased in 2014 and underwent a minor refit before cruising the eastern caribbean for 1 year.  The boat is completely outfitted for cruising and ready to sail. All equipment, tools, safety gear, spare parts, charts etc... are included in the purchase price. Lots of equipment less than 1 year old. Solar, wind generator, water maker, life raft, dinghy, outboard all included. Boat features a V-berth forward and quarter berth aft. Salon settee converts to full bed. Stand up shower, 2 burner stove with oven and double sink. Email or call for more details. 340-22seven-six25one Yanmar 3QM30 Wind Generator Solar x 220w (new) Little Wonder Water Maker 4 Man Life raft Zodiac Max 2 inflatable dinghy (new) Nissan 5 horsepower outboard Full Batten main sail 110 Genoa (new) 150 Genoa Spinaker RayMarine GPS (new) Single Side Band VHF x 2 Autopilot Inverter/Charger Dodger and Bimini (new)",,5886639413,38,Morgan,382,$49000,sail, (St. Thomas),Morgan 382 - Price Reduced,https://virgin.craigslist.org/boa/5886639413.html,1979
81,excellent,2016-11-21 13:16,"Extras:  Fresh Water wash down in stern an bow, also salt water wash down in stern, burglar proofing, solar circulating fans, dodger and side awnings. Registered US Coast Guard. GPS, VHF, Radio, CD, Compass, auto pilot, Electrical Windless, Bilge Pump: Auto & Manual. Also, high water alarm with automatic high capacity bilge pump. Carbon monoxide alarm. Safety cables for harnesses. 10 berths, 2 heads, 175 gallons of water, hot and cold water.   Dingy included. Asking $67KUS-Price negotiable-Price reduced for quick sale.  Owner purchased another boat-Power.",500,5886515276,42,Jeanneau,Sun Odessy,$67,sail, (Trinidad and Tobago),42' Jeanneau Sun Odessy,https://virgin.craigslist.org/boa/5886515276.html,1999
82,,2016-11-21 08:46,"WE are selling our successful day sailing business. Great history, room to grow business, great sailing Tartan 37. Departs from downtown St. Thomas.....",,5886115913,37,Tartan,Tartan 37,$65000,sail, (st thomas),Daysailing business & Tartan 37,https://virgin.craigslist.org/boa/5886115913.html,
83,,2016-11-20 22:50,"Nice Boat Currently used as a Floating condo Great slip location Have a ton of receipts and documentation on this vessel Been in every inch of this boat, very well built Located at Compass IBY Interior %100 updated more pictures soon Starboard side has a running 454 Port side was converted to electric, pervious owner sold the electric motor,  motors can be found online for $500-$1000, very simple to reinstall or could go back to 454. engine room is very clean 10 kw westerbeke generator Vessel was surveyed a couple years ago for $66,000 please only serious inquiries Please Email your phone number",,5885832728,40,Silverton,,$25000,power, (East STT),40' Silverton Aft Cabin,https://virgin.craigslist.org/boa/5885832728.html,
84,like new,2016-11-20 17:51,"120 LB CQR stainless steel anchor. $5,000 OBO",,5885502854,120,,,$5000,human, (Hull Bay),SS Anchor For Sale 120lb,https://virgin.craigslist.org/boa/5885502854.html,
85,good,2016-11-20 17:05,"All new parts. I had it running about 2 months ago...does an easy 50mph but now the  Engine isn't running due to a bad head gasket/ low compression in the 3rd and 4th cylinder.  Easy fix for someone with any mechanical skills. I also can provide another engine if  nessesary. Comes with a continental double trailer, some extra body plastics, trickle charger, paddle, 1 extra impeller, extra seat.  Serious inquiries only. Txt show contact info Need to sell ASAP",,5885384660,12,Yamaha,Vx1100,$2200,power, (Eastend),07 waverunner,https://virgin.craigslist.org/boa/5885384660.html,2007
86,excellent,2016-11-19 23:49,"1978 Sport Fisherman. Completed renovated: 2012. Hull Material Fiberglass. Type: Modified-V,   L.O.A. 27', Beam:12', Draft: 3'5"", Overhead/Clearance: 7', Weight 12,000 lbs. Propulsion System: Single Detroit Marine Diesel, V-6 53 Series Natural. Complete rebuilt,  Propeller Nibral four blades. Two heavy duty batteries and also solar panels. Runs perfectly not one issue Two new Aluminum tanks, fuel capacity 116 gallons. Aluminum structure for fiberglass Hard Top and Canopy. Fourteen Rod Holders. A bunk-bed (2 people). GPS Garmin Map 400/500 series, VHF Unidem, Ritchie Compass. Boat is customized for shrimping, includes shrimping nets. USCG Inspected. Fishing license of South Atlantic Snapper, Mackerel, Dolphin, Wahoo and Charter License. Owner is getting out of shrimping due his health. Also includes North Trailer.",1500,5884581501,32,Moravia,Sport Fisherman,$45000,power, (SOUTHEAST USA),COMMERCIAL SHRIMPING/FISHING BOAT,https://virgin.craigslist.org/boa/5884581501.html,1978
87,,2016-11-19 10:40,I have a Light 12 ft Dinghy for sale. Refinished bottom and Bottom Paint. New topside paint and floor. Hull only $750. Hull and 4.5 hp Evenrude $1000,,5850962013,12,,,$1000,power, (Water Island),12 foot Dinghy,https://virgin.craigslist.org/boa/5850962013.html,
88,,2016-11-19 10:29,"I have a 12 foot Tortola dinghy for sale with 15 horse Yamaha, 2 stroke. Bottom totally redone. Fiberglass, Bottom paint and topside paint. Battery, Bilge and flapper switch. Boat is in the water I use it everyday. Starts first or second pull every time. Serious inquiries only. Bring cash and cruise it home. Pics on request",,5850950005,12,,,$2250,power, (Water Island),12' Tortola Dinghy,https://virgin.craigslist.org/boa/5850950005.html,
89,good,2016-11-19 10:29,I'm selling my 14' Dingy with 60 hp 4 stroke Yamaha.,,5883411884,14,Novurania,430DL,$9500,power, (St Thomas),14' Novurania 430 DLRib,https://virgin.craigslist.org/boa/5883411884.html,
90,good,2016-11-18 19:55,25 hp commercial Johnson outboard. A real workhorse. Good condition. New power pack. Runs great..,,5858289866,1,Johnson,25 hp commercial,$1000,power, (st thomas),25 hp Johnson,https://virgin.craigslist.org/boa/5858289866.html,1997
91,,2016-11-18 17:15,32 Baja 1993 for sale call for details  GIO show contact info,,5840430340,32,,,$6500,power,,32 Baja V HULL  1993,https://virgin.craigslist.org/boa/5840430340.html,
92,,2016-11-18 10:51,"100% wood free construction . build by order - custom 15.2ft center console skiff price starts at $16,995  includes 40hp Suzuki and aluminum trailer torsion axel top of the line. like us on Facebook - www.facebook.com/hogfishboats instargram: @hogfishboats Hogfish Boats Commercial Video: https://vimeo.com/189477102 Office: show contact info Email: show contact info",,5882010260,1,,,$16995,power,,2017 Hogfish Boats Skiff factory direct,https://virgin.craigslist.org/boa/5882010260.html,
